Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX SALINARIUS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,7,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,17,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,50,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,28,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,27,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,4,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,8,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,33,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,28,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,18,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,13,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,11,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,31,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,30,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,11,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,6,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,12,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,15,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,4,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,5,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,9,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,50,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,5,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,7,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,11,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000001,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,21,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,32,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,6,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,8,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,4,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,6,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,2,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,4,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,6,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Torrence Avenue, Chicago, IL, USA",CULEX RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,3,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,8,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,11,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,1,0
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,2,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,19,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,36,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,23,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0
